database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	16K-008_CrAdj	16K-021_CrAdj	16K-030_CrAdj	16K-031_CrAdj	16K-033_CrAdj	16K-070_CrAdj	16K-072_CrAdj	16K-074_CrAdj	16K-077_CrAdj	16K-092_CrAdj	16K-096_CrAdj	16K-097_CrAdj	16K-099_CrAdj	16K-100_CrAdj	16K-103_CrAdj	16K-105_CrAdj	16K-106_CrAdj	16K-107_CrAdj	16K-108_CrAdj	16K-112_CrAdj	16K-114_CrAdj	16K-116_CrAdj	16K-121_CrAdj	16K-129_CrAdj	16K-136_CrAdj	16K-142_CrAdj	16K-149_CrAdj	16K-153_CrAdj	16K-158_CrAdj	16K-162_CrAdj	16K-183_CrAdj	16K-188_CrAdj	16K-190_CrAdj	16K-197_CrAdj	16K-215_CrAdj	16K-217_CrAdj	16K-227_CrAdj	16K-231_CrAdj	16K-233_CrAdj	16K-234_CrAdj	16K-239_CrAdj	16K-242_CrAdj	16K-250_CrAdj	16K-252_CrAdj	16K-262_CrAdj	16K-263_CrAdj	16K-271_CrAdj	16K-276_CrAdj	16K-278_CrAdj	16K-283_CrAdj	16K-290_CrAdj	16K-292_CrAdj	16K-301_CrAdj	16K-306_CrAdj	16K-307_CrAdj	16K-308_CrAdj	16K-311_CrAdj	16K-317_CrAdj	16K-318_CrAdj	16K-319_CrAdj	16K-321_CrAdj	16K-336_CrAdj	16K-340_CrAdj	16K-348_CrAdj	16K-351_CrAdj	16K-353_CrAdj	16K-354_CrAdj	16K-360_CrAdj	16K-365_CrAdj	16K-374_CrAdj	16K-381_CrAdj	16K-400_CrAdj	16K-402_CrAdj	16K-405_CrAdj	16K-414_CrAdj	16K-435_CrAdj	16K-436_CrAdj	16K-439_CrAdj	16K-440_CrAdj	16K-442_CrAdj	16K-452_CrAdj	16K-456_CrAdj	16K-458_CrAdj	16K-471_CrAdj	16K-476_CrAdj	16K-493_CrAdj	16K-496_CrAdj	16K-505_CrAdj	16K-522_CrAdj	16K-577_CrAdj	16K-581_CrAdj	16K-601_CrAdj	16K-606_CrAdj	16K-615_CrAdj	16K-630_CrAdj	16K-634_CrAdj	16K-638_CrAdj	16K-642_CrAdj	16K-644_CrAdj	16K-651_CrAdj	16K-667_CrAdj	16K-678_CrAdj	16K-685_CrAdj	16K-686_CrAdj	16K-688_CrAdj	16K-695_CrAdj	16K-711_CrAdj	16K-719_CrAdj	16K-724_CrAdj	16K-725_CrAdj	16K-730_CrAdj	16K-737_CrAdj	16K-743_CrAdj	16K-755_CrAdj	16K-756_CrAdj	16K-771_CrAdj	16K-785_CrAdj	N-1_CrAdj	N-10_CrAdj	N-11_CrAdj	N-12_CrAdj	N-13_CrAdj	N-14_CrAdj	N-15_CrAdj	N-16_CrAdj	N-17_CrAdj	N-18_CrAdj	N-19_CrAdj	N-2_CrAdj	N-20_CrAdj	N-21_CrAdj	N-22_CrAdj	N-23_CrAdj	N-24_CrAdj	N-25_CrAdj	N-26_CrAdj	N-27_CrAdj	N-28_CrAdj	N-29_CrAdj	N-3_CrAdj	N-30_CrAdj	N-31_CrAdj	N-32_CrAdj	N-33_CrAdj	N-34_CrAdj	N-35_CrAdj	N-36_CrAdj	N-37_CrAdj	N-38_CrAdj	N-39_CrAdj	N-40_CrAdj	N-41_CrAdj	N-42_CrAdj	N-43_CrAdj	N-44_CrAdj	N-45_CrAdj	N-46_CrAdj	N-47_CrAdj	N-48_CrAdj	N-49_CrAdj	N-5_CrAdj	N-50_CrAdj	N-6_CrAdj	N-7_CrAdj	N-8_CrAdj	N-9_CrAdj
CHEBI:15891	C2H7NO3S	C(CS(O)(=O)=O)N	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	Taurine	3.4174 (t), 3.2565 (t)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								166.4713483	249.1895581	1157.752418	476.0931753	64.6955034	1119.565217	352.3397035	133.9208321	567.7815077	266.8065224	979.6053638	1110.921865	1017.601565	141.7236861	5587.812666	5279.762479	374.0555556	1780.059045	1432.198015	1445.145019	642.146257		952.185178	1346.128348	62.31758302	18.75	645.879486	747.655584	336.450451	779.6253017	1105.694103	2991.047162	1121.883391	2152.008836	294.2966786	20.38778397	501.1779379	1537.760768	500.3409866	1185.881975	150.9141122	514.2356882	42.1508765	1213.519353	967.935015	819.5741502	1129.785835	822.3982834	415.7112905	742.2567159	2575.614833	901.2741691	177.4001901		1264.710905	23047.01398	381.7267336	806.8764526	891.0664191	20.89385475	402.4153395	481.8674478	2283.719175	443.3737151	499.9133599	685.895796	462.4234143	611.4740217	45.20565947	585.9747113	72.78391391	770.7378504	136.7453019	276.9357383	1640.257342	3099.632503	1752.028219	1927.22233	473.9998605	680.5394343	294.9647077	1035.533357	961.4178021	923.3600722	190.1143154	1873.114378	888.1038323	528.5154016	88.2306352	33.19830926	401.0743969	765.6647556	2010.095519	691.1652403	520.866706	254.5473417	59.61774505	413.1517118	612.360012	304.8151848	290.5660377	874.0422735	442.5107925	1447.228419	1454.778513	98.2487385	236.3331118	1172.43678	1570.431437	2075.051872	383.5168739	287.572161	3211.279117	110.9568276	291.3530834	312.981135	281.0431023	1108.328661	201.9926008	10178.35821	1188.853848	235.1190185	1374.700968	199.1841992	407.1538307	720.077727	166.5787146	1292.185898	771.2126356	625.7443567	1460.671727	1169.008002	713.2832645	943.0884938	1358.408505	576.8717741	622.4784703	148.3351322	697.2905251	568.6764181	242.85027	112.7297336	346.6331008	124.3053636	40.93985808	2034.543091	1861.432429	1289.301935	1779.679349	126.0380821	61.3990467	393.6134253	740.6488282	235.42844	31.90914008	22.26569103	35.08511586	31.47538451	17.91712002	339.1100788	799.8118617	72.15069737	46.57482134	141.2782031	986.0844404	582.9861142
CHEBI:16857	C4H9NO3	C[C@@H](O)[C@H](N)C(O)=O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	Threonine	1.314(d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								40.8365636	52.89199795	20.16591045	15.52921945	33.73790301		21.70030363	22.5849947	41.6096813	22.02727186	71.81461276	55.42544887	126.1000978	35.88586403	6.173496541	7.386308777	42.88888889	7.917337627	8.35632512	32.22642567	52.57464301	33.98137559	3.27616111	22.73932644	4.25968289	22.95258621	27.24856004	13.24239841	10.77223012	20.40151718		19.66426859	80.74415036	6.627088223	2.646552865	14.47948739	8.176274945	20.26844914	14.77608547	15.59736292	6.596215735	19.41230207	67.06716565	58.88168736	17.61436511	57.90063504	26.7063163		15.25627872	9.683555248	46.22884373	11.3160474	14.23479087	42.41324563	7.342645401	59.21219822	22.93928735	1.51252444	1.8570469	12.73743017	23.4824676	16.71915049	46.1751384	37.72026432	18.56264079	71.58693613	14.50169701	101.7359221	7.008629375	14.68320598	18.40838289	29.10937694	35.10595762	12.82490913	17.81140168	33.38097183	32.9218107		11.76224459	8.598570469	5.643000038	19.4791295	14.79608559	14.96683682	21.49909067	10.048692	19.62214884	30.14952202	31.20544907	105.3187742	9.122237989	8.90524816	131.4747224	19.35483871	10.45443049	98.34193933	4.559004033	25.7607966	7.064428685	7.645687646	7.441244621	10.72242877	26.34520506	57.49099022	60.27544268	29.08875037	9.618411388	5.870462756	43.25364111	33.69232289	23.6589698	7.258074931	25.06470508	20.27285035	7.452333305	7.711054661	28.10431023	15.23079798	7.455385757	27.98507463	8.267682979	4.562946136	3.128335358	7.267067411	25.76648186	13.07704427	5.634108864	7.570798701	3.055262735	26.62373632	19.20456757	10.3899403	4.311741746	6.3106936	10.47036082	13.48373253	2.948474675	7.984865894	21.54638324	11.05957902	1.657133693	30.38182077	9.211858686	13.91655784	13.82384818	15.14697061	15.47700617	10.74386474	14.65411206	4.565267263	5.19979653	7.555723461	21.61426542	10.16887896	13.67534575	5.337004033	11.85050137	4.306141562	3.193150102	3.70195623	20.82960043	9.305108525	6.548735089	11.55227319	39.37919242	4.103634777
CHEBI:18123	C7H7NO2	C[n+]1cccc(c1)C([O-])=O	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3	Trigonelline	4.428(s), 8.825(m), 9.111(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								4.897983713	9.384064153	2.337412347		5.346735818	13.49325337	4.42043222	0.553789849	4.144390567	2.336225803	1.351144649	0.141934568			2.341671102	2.317273342	4.777777778		0.967240669	2.837326608				2.784407319	10.57032421	7.219827586		3.921568627	122.591944	12.68150646			14.48024549	43.49026646			4.781042129	1.401541696	3.523528075	8.683068017	1.00426814	6.775274056		3.808268336	2.565198803		1.972950562	12.62688784		3.895800063		5.435266863	1.544676806	2.721705602	1.724667873		25.84493042				1.942158975	3.009886488	3.774534474		8.295789291	9.593246355	3.217701768	1.663339987	5.387883832	2.073124764	29.59501558	7.72121062			5.718710907		4.938271605		1.557451359	1.099639563		2.497324295		24.86370108	6.30033775	2.076570556	2.303970509			4.755195491	2.432596797	53.24490281		0.908492429			8.591969139	3.692101141	45.48068235	21.43190143	21.9000331	18.58965142	3.334104224	3.832732681	3.69641686		3.917316638	1.720282126	34.5699368	1.067088232	4.262877442	20.46983766	23.29382918	11.99939829	21.32570503	22.33369009		4.796611225	7.18550754		8.072862761	2.07584674	7.084759486	7.224130528	6.579386815	3.860091382	17.99655435	6.298706913	2.32271436	4.327655449	5.514825148	5.8046488	4.269469768	6.08016598	3.865979381	9.366119585	7.560940009	8.182166359	3.249167057	11.41633964	4.704121452	5.496984376	1.20949595	11.81001039	0.613484387	55.88882224	62.67381403	54.2345712	73.73711668	10.13994035	9.909757154	13.34181695	26.31736946	10.59600473	13.25040562	7.667415296	11.25691633	6.497832447	7.817304508	2.159474467	4.479483963	10.46051003	10.86926986		4.340391951	5.570504225
CHEBI:18139	C3H9N	CN(C)C	InChI=1S/C3H9N/c1-4(2)3/h1-3H3	Trimethylamine	2.876 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								5.769404129	16.37945743	8.799670012	78.4634246	10.26573277	71.96401799	8.572959457	4.622941346	7.957229889	9.154190903	4.894712691	13.62571854	8.534091919	13.97583345	10.21820117	9.269093367	10.66666667	25.76489533	3.044429645	6.725514922	41.54045868	31.36742362	4.111261001	6.364359586	15.14553917	20.68965517	21.26716881	10.91219096	6.344380927	3.678019999	10.27507225	30.69544365	18.41196778	123.4295182	25.4069075	15.9773654	13.3037694	10.34984637	21.82314162	30.87313073	4.382260973	14.61632156	18.90880441		16.41727234	23.90735898	5.48994939	7.922753157	8.564928403	1.952985932	10.51651421	17.10772521	4.562737643	21.77364482	3.278576551	48.79288437	3.262476424	7.083041281	7.586234146	21.45251397	6.77990042	1.40607836	24.15702063	17.62114537	4.158724658	8.186236889	8.46299643	5.806568681	8.41035525	3.289586403	13.59388275	3.963830051	15.35385846	13.16782114	11.43742181	19.59983667	22.57495591	12.3767163	4.463144192	2.932372167	3.623598686	13.69960756	4.495013345	6.667361183	12.47077163	4.582776399	7.372705629	7.843778086	30.4134326	16.90736175	19.46077438	3.25677647	14.9103052	2.527978934	16.18750527	4.98196632	33.66649132	5.370328933	2.628624627	2.557442557	2.542204568	3.943881848	3.700277521	10.98335336	11.44696834	56.99020481	6.715399951	4.128677103	2.143446002	3.794091493	13.64120782	2.479627023	26.15447487	2.22168223	2.35724546	2.475790125	12.97122011	5.980190619	2.15902574	71.64179104	2.33784261	1.880012142	3.533178757	2.060970374	3.206198651	0.367627751	1.490012262	2.371277896	3.430470439	6.64727877	4.152338935	2.438714594	2.705406586	2.766331441	30.92783505	5.567476657	5.605021165	2.228334668	2.643390148	34.24901891	10.26353771	2.279526998	2.700270027	1.830122675	3.926300076	9.598080384	7.738503083	3.663982291	4.071764856	4.404679972	3.61724976	3.817628696	3.842536074	3.154159548	3.708568338	2.318336593	4.070297429	1.853764977	2.270684517	3.484194099	8.60060921	3.961376578	5.217249531	1.626126431	5.050637906	1.727846222
CHEBI:27897	C11H12N2O2	NC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Tryptophan	7.715 (m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								8.894498032	9.469373827	16.17855997	13.07723743	12.83216596		6.117163779	6.501011268	2.279414812	38.19014017	15.49992352	10.29025619	2.266868166	21.69165817	9.473124002	11.58636671	13.38888889		2.299178638	14.571949		9.312203888	8.029806642	5.270485282	15.53995425	7.543103448		5.058255186	5.055678551	2.681889583		18.06554756	17.54890679	11.59740439	13.36509197	21.38636931	41.64356984	6.68427578			4.154018214	2.588306943		7.433446849	5.386917486	8.218154651	15.58345009	3.796319221	2.408886113	2.339514398	4.546201457	7.84104072	2.376425856	14.40235881	3.073665517	16.01016518	3.398412941	2.61924964	1.501442175	22.79329609	6.77990042	2.790186745	9.058882738	6.057268722	5.84820655	51.80353031	6.391325429	5.322687957	4.161373691	4.043449954	5.31011045	4.005119947		9.944448255	5.242151665	3.062474479		2.514020499	7.043399428	3.528010263	3.491488318	4.209775241	3.816079037	34.96892037	4.351779683	6.062631277	4.492742493	10.41751777		23.68791828	3.952969795	5.139600366	6.445600683	9.822251481	9.695641177	15.7243312			2.888748939	2.624042624	3.151274412	3.964422899	5.145698427	14.30124135	15.50110296	37.10299792	3.777412472	2.666437296	11.81643309	4.031222211	8.09946714	2.815409849	13.07723743	3.425093438	2.197640299	2.669211229	3.985947845	4.827758051	1.529309899	13.05970149	1.875144593	2.575224965	2.061020941	1.320309146	3.306392359	4.844808571	2.397988483	3.050550211	4.288088049	2.769699488	3.936071282	4.128032516	1.60633516	1.03737429	30.76675258	3.537667459	4.641658152	3.713891113	2.946278602		7.75110921	1.329724082	4.458258326	1.553697896	2.535735466	2.949410118	25.91592439	10.4957826	13.08478602	10.0022941	6.801183142	5.666792595	8.58566654	2.891312919	5.002704164	2.318336593	2.755930551	1.747559692	3.086711765	1.742097049	2.329331661	4.002640918	6.032444771	1.414391219	7.207681178	3.446693244
CHEBI:15760	C8H11NO	NCCc1ccc(O)cc1	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	Tyramine	7.2093 (m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								41.82817993	41.2045726	28.96558046	28.19779322	15.07779501	44.22788606	16.3868548	48.78166233	59.01612168	67.89358253	11.98184877	48.04485132	37.29220375	92.95385063	71.63384779	48.85584629	27.33333333	6.038647343	11.22633432	8.511979823	41.10774556	58.81391929	29.7424038	17.43569345	35.8917725	18.64224138	18.16570669	47.91133845	15.33225391	17.56637677	69.35673766	21.42286171	43.05715382	1120.392103		11.06765416	20.09423503	53.95935529	30.00681973	21.06447982	3.743181248	46.97015834	17.53003742	11.09524333	55.83582728	23.65832399	26.47756841	23.35561608	24.35651514	24.91074244	86.81601577	90.88479016	43.70247148	189.3853482	17.43451385	116.8996188	12.01338975	10.6983436	18.49144573	15.08379888	31.95734313	21.50860491	69.19979869	13.76651982	26.12198926	58.71066769	38.08348393	105.7581806	27.59647816	12.40448206	22.72727273	5.161237045	13.99440224	26.47280708	26.15118842	78.90975909	32.56907701	19.20969509	29.6380669	12.11130796	18.15573925	27.68462362	27.27442993	32.0866757	26.82514939	32.55680733	13.78542355	18.09788381	77.45921115			20.04953014	36.88747379	14.43054641	19.47559228	24.67630193	39.1022269	15.66345939	14.08778511	19.12753913	24.6673287	24.11519422	85.01002158	71.44900177	66.17778573		13.4307999	6.494065027	71.28331959	17.92313013	15.27531083	17.4348775	63.88775371	26.70647181	18.67380388	19.22605769	46.00729631	16.75699246	18.67782163	17.1641791	26.23984804	33.96751104	5.502189835	8.404894805	4.775900073	16.64828528	11.41566686	16.75950055	16.29473459	25.34275031	20.26427907	38.77810238	23.24958785	32.6484742	20.94072165	16.52844633	25.36855933	14.18242169	26.172316	15.34070639	29.2403913	3.953554637	17.97367237	6.577003365	15.6029529	28.64427115	43.69029866	34.75058204	25.10921661	23.30809819	11.85026093	14.31610761	9.766445854	26.38323039	17.71227691	17.49619648	27.51690657	14.23150821	25.03666209	29.37974086	21.45672818	31.42279442	9.564957474	37.40090792	12.10048665	18.10638853
CHEBI:16199	CH4N2O	NC(N)=O	InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)	Urea	5.771(b)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								5618.197662	5978.075414	4878.2254	2742.133224	7261.401914	3514.242879	8937.220932	4570.740634	2439.3054	3398.684085	9241.29404	5565.325385	5077.29576	3802.809725	7819.638105	7828.570049	4257.222222	2960.815888	6055.322995	3708.28079	6001.298139	7909.328541	8867.604548	4229.282684	5148.53672	3268.534483	7340.274701	4914.407502	6397.019463	2716.447646	6235.737986	8607.034373	12431.05102	7104.652768	2978.827577	3380.044936	2399.251663	5737.58827	3107.979086	6284.772471	3444.548422	4476.172351	6090.900138	4332.784064	3805.728944	2491.346034	5407.142653	4996.286209	3594.504171	3683.34164	5081.174344	3165.998396	3665.589354	7035.155364	3859.823777	6985.514612	2887.529524	2677.537168	2500.8495	1247.150838	13982.23807	1940.19773	9417.840966	2531.938326	4168.883209	8459.537819	5875.038568	3190.074397	6684.96211	4285.47442	7833.758142	3923.200793	5631.747301	13017.1456	4747.900161	12532.0539	5763.198119	10125.50764	5637.532253	4887.103672	2514.815234	3404.70924	4311.818139	6259.15894	6744.673941	3783.55929	1468.051609	3837.405017	6579.439252	9951.391335	1882.931279	3499.35543	7862.31265	2759.038841	8851.530225	2821.323854	5207.259337	5351.001343	2824.813121	4820.31302	5294.842767	4493.416593	3727.817607	7104.399062	7463.423359	4507.272188	3836.242174	2019.869259	11552.51443	4221.559134	3973.428064	2908.550839	11566.81651	5158.294859	3255.147266	3637.412799	2823.740035	10053.04304	3660.87553	16407.08955	5498.033533	2543.607469	3442.309816	4004.229283	6014.027119	3199.87133	2857.23044	3526.510146	5270.542622	4272.53843	4251.108372	3016.994792	3225.605546	3946.114169	7189.110825	4600.098591	4445.278062	2991.121479	4289.148333	5922.761327	5014.272732	5649.439616	3670.792079	4110.00753	2464.530378	6961.607678	5106.00137	4879.470249	7353.692158	5924.776325	5190.018651	6162.925258	7090.399664	3101.853069	4405.663293	2507.86061	3426.766445	2043.920713	2451.026539	3220.266396	4876.007884	3844.742923	5399.961958	3863.82885	4826.463238	4841.002151
CHEBI:27266	C5H11NO2	CC(C)C(N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	Valine	0.980(d), 1.032(d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								1.953183689	3.327077291	4.124845318	6.538618717	4.918996952	4.872563718	4.107876407	5.586054127	2.610966057	3.432821589	5.914444501	6.670924704	8.134056361	5.095355947	6.705694518	6.469054746	3.222222222	1.476113795	3.56769099	6.340198963	9.952401558	7.678483908	4.368214813	4.209758685	2.208724462	1.724137931	1.439964555	3.012219381	2.742623005	2.06888625	11.66648828	5.435651479	11.79516686	77.59215795		2.912540568	3.464523282	2.371839793	15.45805865	0.964785335	2.487846073	2.055420219	15.26492023	2.233695851	1.624625909	10.70850454	2.973722586	3.21861847	6.825177321	1.871611519	12.15971956	7.039116101	5.156844106	5.443411204	2.510160172	4.828462516	2.480841447	1.58630612	1.619977083	11.84357542	5.614605035	1.142438667	6.416708606	3.487518355	6.541327326	9.593246355	9.256402345	2.600858888	4.117569758	1.696192989	1.699235344	2.642553367	13.91443423	4.046361704	3.276344791	4.899959167	1.058201058	2.449558435	4.579371905	1.130185106	1.811799343	1.284338209	1.872922227	2.708615481	3.37750065	1.861752912	5.683127256	7.884631097	4.435292254	39.62662909	1.114940199	3.036265563	2.718024385	0.500329164	3.288087008	8.199486235	4.208311415	2.769075856	2.313737302	2.384282384	2.383316783	7.168826901	6.128584644	4.862422058	4.888809396	171.5642624	2.028610402	1.268708068	5.990656774	3.675526134	1.705150977	2.337565058	10.21659174	4.582219599	2.34496814	2.514474346	10.4715579	17.09960755	1.900392448	7.462686567	4.760919064	4.455237107	3.496374811	1.85702018	3.523478726	2.415839504	1.226155924	2.840593313	5.878254033	3.56598809	5.363437791	4.369363648	3.860840649	5.518254906	3.382731959	3.218697442	3.269595679	2.530088321	1.968774954	3.032465216	2.672796279	1.139763499	2.812781278	1.496506563	3.374164128	9.49810038	11.88988755	11.43086142	14.67531917	4.634090388	3.654929445	5.766210009	8.085336322	1.67564726	2.298539751	1.364437683	1.441563673	1.3034285	2.069634325	2.08688709	3.090843935	1.237930181	4.863998261	2.464597872	10.20649744	2.060816587
CHEBI:53455	C5H10O5	O[C@@H]1COC(O)[C@H](O)[C@H]1O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1	Xylose	5.189 (d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								12.71071847	8.189728715	23.09913378		13.0460354	44.22788606	9.644579389	21.26071463	8.744664097	18.97587489	11.75240912	22.63856362	15.82362877	27.51492211	44.54497073	44.99372405	17.11111111		7.325658834	13.80131708		14.54010783	11.17749085	10.77300451	5.995109253	8.297413793	5.981391227	52.17391304	2.808710306	9.060955519	21.72749652	13.10951239	18.98734177	9.664503659	12.04181554	9.90263793	9.769955654	10.56546817	8.070015913		5.477826216		15.06795352	13.47541104	6.584010261	8.218154651	8.806793812	13.69976067	32.20769951	17.21068853	16.54160048	23.6122249	13.26045627	74.27988206	4.354359482		4.961682894	9.849854281	7.981350508	57.4301676	9.604858929	11.73196631	17.74031203	10.46255507	5.588286259	44.38475313	11.54846388	8.195729753	9.549257523	6.373573656	5.947323704	13.72889054	4.958016793	8.092723407	23.41097278	3.062474479	10.81716637	2.836330819	14.83065622	4.994196347	6.416789341	9.846592936	3.67560987	11.14699448	1.818654196	8.831392018	8.332693342	21.0393006	85.0625693	69.74286721		18.89608848	3.339287101	27.66293614	6.913413709	14.11557124		11.74759454	16.45628542	2.597402597	2.317113539	9.140767824	11.75609004	34.43738917	31.35992369	12.16978332	7.275016614	5.504902804	12.7507557	13.00266772	7.246891652	3.35782826	40.18526086	7.162610939	2.958834146	3.172106098	10.06620727		2.86745606	6.71641791	8.547737041	4.14190175	193.7543705	3.198797767	5.1098791	1.628065753	1.978922535	5.409477701	6.986010113	4.81235286	15.09548217	5.487107837	6.678972509	14.75376769	9.826030928	6.379400336	7.502554372	4.096886134	9.017815348	7.313592579	3.741914791	1.543429738	9.211858686	6.024153807	5.13281937	3.799240152	6.56966668	6.221136598	8.270772363	5.253498509	6.650464402	4.990754181	7.204755138	6.029044553	10.83597311	9.200898355	6.402238664	11.58603111	16.37967737	10.65219758	11.82583766	9.676487579	8.858454933	10.19716783	10.5221623	5.165540267
CHEBI:32805	C6H6O6	OC(=O)C\C(=C\C(O)=O)C(O)=O	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-	cis-Aconitate	3.104(d), 5.696(m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								57.90438415	94.94966729	58.11448737	23.70249285	42.45308239	59.22038981	43.53455974	25.81142252	33.11368063	39.04834557	51.92984245	63.51571925	69.51729043	28.24283011	39.27621075	30.84870136	49.72222222	32.071927	32.7910443	41.68418103	32.45348334	95.57261885	14.21811096	2.287191726	49.7751834	58.62068966	34.78068232	9.661835749	20.88358722	16.66602812	24.24274858	84.41247002	118.9106252	25.40383819	23.95130343	58.99975035	26.26108647	32.82841895	47.96544669	22.99405049	20.42772693	16.9001218		21.49474532	64.72851646	8.71622463	30.10894118	25.37756871	33.01066155	11.51447956	44.85950594	16.12759512	7.580798479	24.15513722	7.325569482	82.08386277	17.89264414	11.14103368	13.4339563	3.351955307	20.2690773	41.16440864	28.81227982	35.15051395	9.638710795	63.18751599	12.91488518	23.16578963	23.084673	28.66394819	40.9232512	8.278624221	19.19232307	50.54523009	49.02603205	91.36382197	8.700764256	2.320634307	36.37927427	32.21027552	19.91091987	6.564395291	15.66231212	18.92558253	41.37438296	38.92973076	27.45564857	41.26154098	78.8848408	33.37442762	18.44719238	34.62021237	7.765783956	28.83475971	20.40300143	53.73777213	156.9349465	70.14992168	28.66843734	12.01465201	7.110228401	22.28704065	16.4199815	29.17453235	31.77726107	39.47758979	31.30355706	16.62222605	44.51772465	23.41665843	51.86500888	9.479407472	62.25309903	23.65165874	5.979054892	4.577632784	12.63342792	29.46489753	4.408010885	59.70149254	10.89775591	10.61423522	16.46976556	6.215113783	8.199185091	4.844808571	6.945630073	7.471995455	18.92118852	23.78479435	24.30848418	26.60993268	14.31610985	15.57502233	29.15592784	20.93603201	14.85914465	7.636688602	29.022221	39.06528719	29.08002352	19.66092036	9.70409541	16.37578519	14.41688309	15.74685063	3.224376285	15.72459066	20.74055223	8.212892865	17.2007762	8.708965462	35.64352473	8.213957156	7.900023179	8.416044821	9.921349982	9.085379394	8.727943611	9.36377164		4.147066105	16.22238526	20.82627549	23.54333816	12.13092035
